"",0
"bullish setup tat",1
"decline potentially b",1
"holding audusd bullish",1
"potentially b wav",1
"setup tat setup",1
"setup wave decline",1
"tat setup wave",1
"wave decline potentially",1
"audusd audusd orderboard",1
"orderboard audusd audusd",1
"bears negate bullish",1
"bullish consensus resulting",1
"chop spy es",1
"consensus resulting nice",1
"euro bears negate",1
"negate bullish consensus",1
"nice chop spy",1
"resulting nice chop",1
"audusd possibility obvious",1
"begin https t",1
"https t mv",1
"obvious begin https",1
"possibility obvious begin",1
"t mv gianj",1
"dailyfxteam audusd dropping",1
"homing pigeon bullish",1
"pigeon bullish min",1
"boj continue easing",1
"boj shirai boj",1
"continue easing inflation",1
"easing inflation sight",1
"inflation sight forexlive",1
"shirai boj continue",1
"sight forexlive blog",1
"audusd meets resistance",1
"consolidates audusd meets",1
"meets resistance gbpusd",1
"resistance gbpusd sits",1
"sits usdjpy pushes",1
"usdjpy pushes gold",1
"buy support strengthens",1
"continues buy support",1
"rally warning continues",1
"support strengthens spy",1
"warning continues buy",1
"ahead leaves sentiment",1
"leaves sentiment bearish",1
"momentum showing signs",1
"positive momentum showing",1
"showing signs stalling",1
"signs stalling ahead",1
"stalling ahead leaves",1
"crashing spy es",1
"dislocation warns unstable",1
"equity fx dislocation",1
"fx dislocation warns",1
"markets prone crashing",1
"prone crashing spy",1
"recurring equity fx",1
"unstable markets prone",1
"warns unstable markets",1
"audusd hold till",1
"high eurusd steam",1
"hold till make",1
"make high eurusd",1
"till make high",1
"tremendous support audusd",1
"week audusd pips",1
"audusd bullish garley",1
"bullish garley full",1
"eye audusd bullish",1
"garley full hwb",1
"approaching term swing",1
"clear longs gun",1
"euraud approaching term",1
"gun keeping audusd",1
"highs clear longs",1
"keeping audusd subdued",1
"longs gun keeping",1
"swing highs clear",1
"term swing highs",1
"audusd move good",1
"move good transact",1
"audusd slumps data",1
"audusd stops open",1
"aussie featured report",1
"declines aussie featured",1
"open declines aussie",1
"stops open declines",1
"audusd partial long",1
"partial long spot",1
"audusd tl support",1
"audusd bearish shark",1
"bearish shark told",1
"ew told b",1
"shark told sort",1
"short audusd bearish",1
"sort ew told",1
"told b wave",1
"told sort ew",1
"amigos eurusd sell",1
"audusd nearing rising",1
"eurusd sell idea",1
"failed yesterday price",1
"good morn amigos",1
"idea failed yesterday",1
"morn amigos eurusd",1
"nearing rising line",1
"pivot audusd nearing",1
"price testing reversal",1
"reversal pivot audusd",1
"sell idea failed",1
"testing reversal pivot",1
"yesterday price testing",1
"short audusd u",1
"breaks support audusd",1
"retake breaks support",1
"technicals unable retake",1
"unable retake breaks",1
"usd technicals unable",1
"holding mark working",1
"lows note rsi",1
"mark working range",1
"note rsi holding",1
"pressing session lows",1
"rsi holding mark",1
"scalp update pressing",1
"session lows note",1
"update pressing session",1
"audusd h pm",1
"h pm est",1
"dx f audusd",1
"f audusd lows",1
"audusd fridays ext",1
"exandle short audusd",1
"ext long break",1
"fridays ext long",1
"long break ind",1
"short audusd fridays",1
"audusd ll bit",1
"data good audusd",1
"good audusd ll",1
"cut short didn",1
"good tech funda",1
"short didn t",1
"t audusd cut",1
"t good tech",1
"tech funda perspective",1
"audusd hr formed",1
"formed h didn",1
"h didn t",1
"hr formed h",1
"t work triggered",1
"target falls midway",1
"triggered target falls",1
"work triggered target",1
"good insight ssec",1
"insight ssec audusd",1
"audusd pips nzdusd",1
"longs usdjpy pips",1
"nzdusd pips somethings",1
"pips somethings gotta",1
"pips uscad pips",1
"pips usdchf pips",1
"somethings gotta g",1
"trades longs usdjpy",1
"uscad pips shorts",1
"usdchf pips uscad",1
"usdjpy pips usdchf",1
"audusd question resistance",1
"question resistance months",1
"resistance months daili",1
"audusd hmh closing",1
"closing long short",1
"friday sell audusd",1
"hmh closing long",1
"long short small",1
"sell audusd hmh",1
"short small top",1
"audusd reverse range",1
"aussie rate cuts",1
"comments audusd reverse",1
"cuts rba comments",1
"range top aussie",1
"rate cuts rba",1
"rba comments audusd",1
"report aussie rate",1
"reverse range top",1
"audusd bouncing strong",1
"bouncing strong level",1
"formation min watch",1
"level resistance nice",1
"min watch bearish",1
"nice triangle formation",1
"resistance nice triangle",1
"triangle formation min",1
"watch bearish break",1
"audusd trades method",1
"brag didn t",1
"call live recently",1
"didn t call",1
"gonna brag didn",1
"live recently watch",1
"method works gonna",1
"recently watch space",1
"t call live",1
"trades method works",1
"works gonna brag",1
"advance stop short",1
"audusd lack progress",1
"cut advance stop",1
"gbpusd audusd lack",1
"lack progress failure",1
"progress failure stop",1
"short gbpusd audusd",1
"stop short gbpusd",1
"ashraf cd u",1
"audusd entry point",1
"briefly explain yr",1
"cd u briefly",1
"entry point premium",1
"explain yr reasoning",1
"point premium guys",1
"premium guys ralph",1
"reasoning audusd entry",1
"u briefly explain",1
"yr reasoning audusd",1
"audusd interest tl",1
"daily price support",1
"interest tl daily",1
"short audusd asia",1
"audusd webinar pips",1
"closing audusd webinar",1
"pips momentum dried",1
"webinar pips momentum",1
"audusd timeframe daily",1
"audusd dropped pips",1
"bottomed ny sess",1
"dropped pips bottomed",1
"pips bottomed ny",1
"awesome humble opinion",1
"humble opinion audusd",1
"uploaded awesome humble",1
"usdjpy uploaded awesome",1
"begins eurusd audusd",1
"cme settle short",1
"scheduled pre cme",1
"settle short squeeze",1
"short squeeze begins",1
"squeeze begins eurusd",1
"australia engaged stealth",1
"bank australia engaged",1
"engaged stealth intervention",1
"intervention weaken audusd",1
"stealth intervention weaken",1
"audusd breaks weakness",1
"breaks weakness job",1
"commented stocktwits possibility",1
"possibility audusd breaks",1
"stocktwits possibility audusd",1
"weakness job d",1
"aud usd confined",1
"confined tight range",1
"range th dailyfx",1
"th dailyfx audusd",1
"tight range th",1
"usd confined tight",1
"audusd stil unpredictable",1
"stil unpredictable thinking",1
"thinking short posit",1
"unpredictable thinking short",1
"h g zx",1
"report v h",1
"scalp report v",1
"v h g",1
"audusd bear idea",1
"bear idea strong",1
"confirm working idea",1
"idea audusd bear",1
"idea strong dump",1
"strong dump wav",1
"watching confirm working",1
"working idea audusd",1
"aud holding weak",1
"audusd eur backtesting",1
"backtesting aud holding",1
"eur backtesting aud",1
"long audusd eur",1
"falls insanely won",1
"gm hope falls",1
"hope falls insanely",1
"hurt audusd short",1
"insanely won t",1
"t hurt audusd",1
"won t hurt",1
"mentioned aud nzd",1
"audusd h rejected",1
"es f gusto",1
"h rejected previous",1
"previous suppt tl",1
"rejected previous suppt",1
"suppt tl es",1
"tl es f",1
"audusd hours imho",1
"bounced h ama",1
"didn t give",1
"entry bounced h",1
"give good entry",1
"good entry bounced",1
"h ama earlier",1
"preferred short audusd",1
"short audusd didn",1
"t give good",1
"life audusd post",1
"sleep life audusd",1
"woke sleep life",1
"posted audusd audusd",1
"typo aud nzd",1
"audusd nzdusd eur",1
"nzd weak eur",1
"nzdusd eur gbp",1
"weak eur gbp",1
"forget invite audusd",1
"audusd dips lows",1
"dips lows fititol",1
"fititol san francisco",1
"lows fititol san",1
"san francisco downw",1
"bias daily timeframe",1
"daily timeframe posted",1
"h bias daily",1
"posted yesterday support",1
"support area xx",1
"timeframe h bias",1
"timeframe posted yesterday",1
"yesterday support area",1
"video eurjpy rally",1
"aims highs audusd",1
"aims lows stalking",1
"audusd aims lows",1
"eurusd aims highs",1
"highs audusd aims",1
"lows stalking short",1
"stalking short aud",1
"audusd reversal run",1
"higher failed bear",1
"reversal run higher",1
"run higher failed",1
"audusd lower trendline",1
"lower trendline touch",1
"audusd bullish gartley",1
"long audusd bullish",1
"g mate surprised",1
"mate surprised audusd",1
"surprised audusd hold",1
"alert case sign",1
"audusd time stay",1
"case sign trend",1
"sign trend reversal",1
"stay alert case",1
"time stay alert",1
"audusd hours bottom",1
"bottom st high",1
"high ideal trg",1
"hours bottom st",1
"ideal trg minimum",1
"nice weekly audusd",1
"st high ideal",1
"weekly audusd hours",1
"audusd engulfing candle",1
"candle good don",1
"engulfing candle good",1
"good don t",1
"aud crosses audusd",1
"blog posting currency",1
"crosses audusd audsgd",1
"currency aud crosses",1
"posting currency aud",1
"euraud post eurusd",1
"post eurusd e",1
"record video usdjpy",1
"usdjpy euraud post",1
"video usdjpy euraud",1
"audusd buyers subborn",1
"buyers subborn ll",1
"give short time",1
"ll give short",1
"room sign move",1
"short time room",1
"sign move sidelines",1
"subborn ll give",1
"time room sign",1
"audusd loaded pips",1
"commodity currencies diverging",1
"drive update shorts",1
"loaded pips commodity",1
"loaded pips nzdusd",1
"nzdusd loaded pips",1
"pips commodity currencies",1
"pips nzdusd loaded",1
"shorts audusd loaded",1
"update shorts audusd",1
"audusd mt hg",1
"copper short term",1
"f copper short",1
"hg f copper",1
"important audusd mt",1
"mt hg f",1
"term forecast night",1
"audusd days ago",1
"boehner eat stop",1
"eat stop loss",1
"loss short audusd",1
"short audusd days",1
"stop loss short",1
"ahead boehner time",1
"algos run stops",1
"boehner time mic",1
"mic eurusd audusd",1
"run stops ahead",1
"stops ahead boehner",1
"time mic eurusd",1
"audusd challenges news",1
"big time eurusd",1
"don t escape",1
"eurusd audusd don",1
"fx market big",1
"manipulate fx market",1
"market big time",1
"t escape correlated",1
"time eurusd audusd",1
"dips lows audusd",1
"usd dips lows",1
"audusd rhs fixes",1
"eurgbp audusd rhs",1
"fixes swirling past",1
"hours leaked usual",1
"past hours leaked",1
"rhs fixes swirling",1
"rumors eurgbp audusd",1
"swirling past hours",1
"yeah rumors eurgbp",1
"audusd fix idiot",1
"big time london",1
"d big time",1
"fix audusd fix",1
"london wmr fix",1
"ohhhh d big",1
"time london wmr",1
"wmr fix audusd",1
"beveled shs audusd",1
"forecasted beveled shs",1
"interesting outcome forecasted",1
"outcome forecasted beveled",1
"audusd nzdusd suggest",1
"bias watch ny",1
"bullish intra bias",1
"intra bias watch",1
"ny turn tho",1
"nzdusd suggest bullish",1
"opening ranges audusd",1
"ranges audusd nzdusd",1
"suggest bullish intra",1
"watch ny turn",1
"australia index audusd",1
"dow australia index",1
"etn priced dow",1
"goldman sachs oil",1
"oil etn priced",1
"priced dow australia",1
"sachs oil etn",1
"monthly range audusd",1
"smallest monthly range",1
"avg cl audusd",1
"bouncing avg cl",1
"crude priced industrials",1
"index bouncing avg",1
"industrials index bouncing",1
"priced industrials index",1
"wti crude priced",1
"asia currency rising",1
"currency rising sun",1
"free fall audusd",1
"fx asia currency",1
"rising sun free",1
"sun free fall",1
"australia economy dependent",1
"dependent shipping spiking",1
"economy dependent shipping",1
"oil prices shipping",1
"prices shipping rates",1
"rates crush audusd",1
"shipping rates crush",1
"shipping spiking oil",1
"spiking oil prices",1
"audusd longs w",1
"closed eurusd longs",1
"closed yesterday audusd",1
"eurusd longs wednesday",1
"gbpusd longs modest",1
"keeping gbpusd longs",1
"longs modest profits",1
"longs wednesday pips",1
"minus closed yesterday",1
"modest profits minus",1
"pips keeping gbpusd",1
"profits minus closed",1
"wednesday pips keeping",1
"yesterday audusd longs",1
"audusd long euraud",1
"don t higher",1
"euraud don t",1
"higher short term",1
"long euraud don",1
"t higher short",1
"boo boo es",1
"boo es f",1
"honey boo boo",1
"lipstick pig progress",1
"pig progress honey",1
"progress honey boo",1
"audusd silver index",1
"index making inside",1
"inside won t",1
"making inside won",1
"silver index making",1
"t tho wait",1
"tempted short audusd",1
"won t tho",1
"audusd case month",1
"case month end",1
"dressing lipstick pig",1
"end window dressing",1
"lipstick pig baby",1
"month end window",1
"window dressing lipstick",1
"november higher nasdaq",1
"usd flat ends",1
"audusd futures volume",1
"futures volume put",1
"volume put interest",1
"audusd versus puts",1
"held aussie futures",1
"puts held aussie",1
"versus puts held",1
"bearish confirmed spy",1
"confirmed spy es",1
"continues bearish confirmed",1
"hr rising wedge",1
"rising wedge continues",1
"wedge continues bearish",1
"audusd futures puts",1
"cool open interest",1
"interest audusd futures",1
"open interest audusd",1
"audusd shorts hold",1
"hold weekend hard",1
"shorts hold weekend",1
"weekend hard stop",1
"audusd dec dec",1
"dec dec outlook",1
"dec outlook lt",1
"audusd lt awesom",1
"fxa audusd lt",1
"aud usd scenarios",1
"chance aud usd",1
"cut chance aud",1
"scenarios nab audusd",1
"usd scenarios nab",1
"long friday updated",1
"rba resolution audusd",1
"usd waiting rba",1
"fxstreetnews audusd waiting",1
"audusd support aussie",1
"fundamental report support",1
"report support audusd",1
"support audusd support",1
"support aussie lagging",1
"bounce conditional dataflow",1
"conditional dataflow t",1
"continuation friday bounce",1
"dataflow t westpac",1
"friday bounce conditional",1
"nzd outlooks continuation",1
"outlooks continuation friday",1
"audusd week short",1
"carry target s",1
"carrying loss stop",1
"happy carry target",1
"loss stop happy",1
"s easily wrong",1
"short carrying loss",1
"stop happy carry",1
"target s easily",1
"week short carrying",1
"est yoy audusd",1
"fall mining investment",1
"intentions est yoy",1
"investment intentions est",1
"largest fall mining",1
"mining investment intentions",1
"intentions notice qoq",1
"investment intentions notice",1
"mining sector audusd",1
"notice qoq revision",1
"qoq revision mining",1
"revision mining sector",1
"affecting audusd short",1
"back mate good",1
"chinese data fear",1
"data fear affecting",1
"fear affecting audusd",1
"good luck week",1
"jyst chinese data",1
"luck week jyst",1
"mate good luck",1
"week jyst chinese",1
"audusd daily comments",1
"usd threatens fresh",1
"audjpy euraud interest",1
"cut correct wrong",1
"decision tom read",1
"euraud interest rate",1
"expected cut correct",1
"rate decision tom",1
"read expected cut",1
"tom read expected",1
"audusd dip inflation",1
"baz push rba",1
"bit closer cut",1
"dip inflation num",1
"inflation num baz",1
"num baz push",1
"push rba bit",1
"rba bit closer",1
"data flat lower",1
"expectations audusd key",1
"flat lower expectations",1
"lower expectations audusd",1
"retail data flat",1
"bullish consolidation price",1
"consolidation price opens",1
"month pivot support",1
"opens month pivot",1
"pivot support bulls",1
"price opens month",1
"remains bullish consolidation",1
"audusd posted uber",1
"dont forget audusd",1
"forget audusd posted",1
"pip range week",1
"posted uber tiny",1
"range week wk",1
"uber tiny pip",1
"week wk low",1
"audusd imho h",1
"imho h support",1
"bp cut don",1
"cut don t",1
"marktes possibility bp",1
"noted marktes possibility",1
"possibility bp cut",1
"approaching bottom wedge",1
"audusd eyeing approaching",1
"bottom wedge longs",1
"eyeing approaching bottom",1
"f pullback gameplan",1
"longs es f",1
"wedge longs es",1
"audusd lead downside",1
"break audusd lead",1
"downside pair support",1
"lead downside pair",1
"pair support located",1
"support located region",1
"aud crosses bearish",1
"audjpy aud crosses",1
"audusd audjpy aud",1
"crosses bearish intraday",1
"audusd post weak",1
"post weak retail",1
"puts rate cut",1
"rate cut t",1
"retail sales puts",1
"sales puts rate",1
"ambil posisi sell",1
"audusd job advertisements",1
"job advertisements australia",1
"posisi sell audusd",1
"sell audusd job",1
"audusd touch support",1
"correlated eurusd audusd",1
"es f nov",1
"f nov correlated",1
"nov correlated eurusd",1
"f pullback audusd",1
"audusd imho expect",1
"expect previous support",1
"imho expect previous",1
"previous support act",1
"support act resist",1
"audusd orbire autour",1
"orbire autour des",1
"fxstreetnews audusd orbiting",1
"analysis audusd video",1
"audusd video result",1
"video result picture",1
"audusd long don",1
"cutting audusd long",1
"decision coming long",1
"don t feel",1
"feel market rate",1
"long don t",1
"market rate decision",1
"rate decision coming",1
"t feel market",1
"continues fail leaving",1
"fail leaving sentiment",1
"momentum continues fail",1
"positive momentum continues",1
"sentiment bearish week",1
"failing failing mak",1
"holding positions audusd",1
"positions audusd eurusd",1
"failing failing make",1
"failing make gains",1
"make gains wh",1
"exited sell audusd",1
"sell audusd small",1
"audusd semblance support",1
"fundamentals audusd semblance",1
"weak fundamentals audusd",1
"audusd possibly sell",1
"audusd continues follow",1
"continues follow flow",1
"flow majors choppy",1
"follow flow majors",1
"audusd turning back",1
"back find support",1
"turning back find",1
"audusd rally fall",1
"die hit resistance",1
"don t give",1
"fall die hit",1
"give audusd rally",1
"rally fall die",1
"t give audusd",1
"disappointing data nasdaq",1
"usd breaks disappointing",1
"audusd inflection point",1
"inflection point break",1
"point break bullish",1
"agree audusd sell",1
"audusd sell limit",1
"limit sl exit",1
"sell limit sl",1
"aussie underperformance blog",1
"audusd pivotal level",1
"bear line momo",1
"level remains s",1
"line momo flows",1
"pivotal level remains",1
"remains s bull",1
"s bull bear",1
"audusd nr weekly",1
"nr weekly true",1
"true usdcad usdchf",1
"usdcad usdchf gbpcad",1
"usdchf gbpcad gbpaud",1
"weekly true usdcad",1
"audusd scalping good",1
"scalping good morning",1
"audusd expect tradable",1
"expect tradable nd",1
"tradable nd leg",1
"audusd declined anticipated",1
"clearer ma min",1
"ma min audusd",1
"min audusd declined",1
"audusd eurusddailyfxi sold",1
"audusd ish charts",1
"daily audusd ish",1
"sma daily audusd",1
"audusd consolidation ahead",1
"consolidation ahead rba",1
"audusd eurusd sold",1
"eurusd sold audusd",1
"drawdown gbpusd audusd",1
"max drawdown gbpusd",1
"reward risk max",1
"risk max drawdown",1
"cl f drop",1
"crude oil cl",1
"drop goldman idea",1
"f drop goldman",1
"goldman idea audusd",1
"things audusd worth",1
"bearish news press",1
"daily dose bearish",1
"dose bearish news",1
"news press audusd",1
"algo issues faith",1
"audusd algo issues",1
"audusd nzdjpy higher",1
"higher audusd algo",1
"issues faith happily",1
"nzdjpy higher audusd",1
"audusd profit double",1
"double spread leaving",1
"leaving nzdjpy move",1
"locking audusd profit",1
"nzdjpy move stops",1
"profit double spread",1
"spread leaving nzdjpy",1
"add thinking underperforming",1
"audusd thinking add",1
"long audusd thinking",1
"thinking add thinking",1
"action warrent short",1
"audusd long eurnzd",1
"charts price action",1
"long charts price",1
"nzdusd audusd long",1
"price action warrent",1
"warrent short nzdusd",1
"audusd spiked stop",1
"hour audusd spiked",1
"spiked stop area",1
"stop area night",1
"audusd play tonight",1
"bank rate decis",1
"play tonight reserve",1
"tonight reserve bank",1
"audusd follow breaking",1
"breaking rising trend",1
"follow breaking rising",1
"line res starts",1
"audusd orderbook offers",1
"high medium offers",1
"medium offers medium",1
"nov high medium",1
"orderbook offers nov",1
"basis rba cut",1
"bottoming europe stabilizing",1
"case unchanged dont",1
"china bottoming europe",1
"cut rates china",1
"dont expect raise",1
"europe stabilizing case",1
"expect raise audusd",1
"rates china bottoming",1
"stabilizing case unchanged",1
"unchanged dont expect",1
"everyday moment lt",1
"fx money olympics",1
"lt eurusd audusd",1
"moment lt eurusd",1
"money olympics everyday",1
"olympics everyday moment",1
"win fx money",1
"aud usd break",1
"break positive hsbc",1
"pmi china audusd",1
"positive hsbc pmi",1
"usd break positive",1
"breaking news eurusd",1
"eurusd scalps ahe",1
"key audusd yahoo",1
"aud usd reserve",1
"australia rba decision",1
"bank australia rba",1
"usd reserve bank",1
"aud safe har",1
"waiting rba rate",1
"ahead ecb test",1
"ecb test key",1
"key audusd rba",1
"add back outcome",1
"audusd bit ll",1
"bit ll add",1
"ll add back",1
"reduced audusd bit",1
"audusd silver liking",1
"aussie liking extreme",1
"bearishness aussie liking",1
"extreme bullishness metals",1
"liking bearishness aussie",1
"liking extreme bullishness",1
"silver liking bearishness",1
"conference hour audusd",1
"hour audusd audjpi",1
"pm press conference",1
"press conference hour",1
"audcad audusd australia",1
"audusd australia hasn",1
"australia hasn t",1
"foreshadowing usa oil",1
"hasn t recession",1
"lower rates audjpy",1
"rates audjpy audcad",1
"recession years foreshadowing",1
"t recession years",1
"usa oil boom",1
"years foreshadowing usa",1
"approvals gmt rba",1
"audusd australia current",1
"australia current account",1
"big audusd australia",1
"building approvals gmt",1
"gmt rba rate",1
"audjpy audusd fxa",1
"cash rate tonight",1
"chance rba doesn",1
"cut cash rate",1
"doesn t cut",1
"rate tonight audjpy",1
"rba doesn t",1
"t cut cash",1
"tonight audjpy audusd",1
"audusd play position",1
"play position rba",1
"position rba rate",1
"rate decision barclays",1
"audusd wedge end",1
"wedge end wedge",1
"approvals highlight reality",1
"audusd week soft",1
"building approvals highlight",1
"highlight reality slowdown",1
"pmis retail sales",1
"reality slowdown aussie",1
"retail sales current",1
"sales current account",1
"slowdown aussie economy",1
"soft pmis retail",1
"week soft pmis",1
"hedge w audjpy",1
"short hedge w",1
"w audjpy audusd",1
"audusd hit coming",1
"coming months due",1
"due fed monetary",1
"fed monetary policy",1
"hit coming months",1
"months due fed",1
"policy rba rates",1
"rba rates bottom",1
"fxstreetnews audusd caught",1
"aud usd choppiness",1
"record lows audusd",1
"usd choppiness rba",1
"cuts rate pt",1
"rate pt basi",1
"sl tp rba",1
"tp rba cuts",1
"fxstreetnews audusd choppiness",1
"dailyfxteam audusd holding",1
"gains rba cut",1
"holding gains rba",1
"caused sharp jump",1
"drop interest rates",1
"interest rates rba",1
"rates rba caused",1
"rba caused sharp",1
"audusd soaring resistance",1
"bp cut sends",1
"bp greedy greedy",1
"cut sends audusd",1
"market pricing bp",1
"pricing bp greedy",1
"resistance wow market",1
"sends audusd soaring",1
"soaring resistance wow",1
"wow market pricing",1
"audusd jumped pips",1
"jumped pips taking",1
"pips taking plenty",1
"plenty stops punters",1
"taking plenty stops",1
"audusd eurusd longer",1
"eurusd longer term",1
"gbp position pts",1
"longer term holds",1
"position pts ughhh",1
"pts ughhh short",1
"stopped gbp position",1
"ughhh short audusd",1
"dont fundamentals lt",1
"fundamentals lt rolling",1
"lt rolling dice",1
"rolling dice smal",1
"beta currencies coming",1
"coming sessions audusd",1
"currencies coming sessions",1
"daily overshadow enthusiasm",1
"enthusiasm high beta",1
"high beta currencies",1
"key reversal daily",1
"monday key reversal",1
"overshadow enthusiasm high",1
"reversal daily overshadow",1
"sessions audusd nzdusd",1
"currency won t",1
"easing policy audusd",1
"mystified currency won",1
"t easing policy",1
"won t easing",1
"audusd fighting medium",1
"fighting medium offers",1
"medium offers large",1
"bp pct recap",1
"cash target rate",1
"cuts cash target",1
"pct recap audusd",1
"rate bp pct",1
"rba cuts cash",1
"target rate bp",1
"australia interest rate",1
"bps audusd r",1
"cut australia interest",1
"interest rate bps",1
"rate bps audusd",1
"rba cut australia",1
"audusd slightly unev",1
"audusd climbs higher",1
"basis points audusd",1
"cash rate basis",1
"cuts cash rate",1
"points audusd climbs",1
"rate basis points",1
"expected rba cuts",1
"channel stock forum",1
"price channel stock",1
"hour remains downtrend",1
"fxstreetreports audusd stays",1
"audusd headed back",1
"commented stocktwits true",1
"fight trend rates",1
"rates audusd headed",1
"stocktwits true t",1
"t fight trend",1
"trend rates audusd",1
"true t fight",1
"audusd orderboard stops",1
"barrier stops importer",1
"importer offers medium",1
"offers nov h",1
"orderboard stops offers",1
"stops importer offers",1
"close level shows",1
"d close level",1
"key resistance d",1
"level shows bullish",1
"resistance d close",1
"audusd guys ready",1
"bps audusd guys",1
"cut bps audusd",1
"rba cut bps",1
"aussies good luck",1
"b bantz a",1
"bantz a f",1
"end aussies good",1
"f audusd won",1
"good luck mates",1
"kevin b bantz",1
"t end aussies",1
"won t end",1
"amen long audusd",1
"audusd daily matt",1
"bottom trend line",1
"daily matt bottom",1
"matt bottom trend",1
"trend line meaning",1
"audusd rate desicionis",1
"rate desicionis deck",1
"audusd stopped pip",1
"stopped pip reversed",1
"fxstreetnews audusd bid",1
"audusd flat leading",1
"decision tech outlook",1
"flat leading decision",1
"leading decision tech",1
"tech outlook idea",1
"audusd cut cut",1
"cut cut question",1
"cut question soft",1
"question soft num",1
"soft num baz",1
"approval numbers weak",1
"audusd aussy data",1
"aussy data bld",1
"bld approval numbers",1
"data bld approval",1
"numbers weak forecast",1
"bullish things yesterday",1
"mentioned bullish things",1
"start risk guess",1
"things yesterday audusd",1
"time start risk",1
"yep mentioned bullish",1
"yesterday audusd time",1
"long audusd yesterday",1
"drop audusd target",1
"markets drop audusd",1
"real trades short",1
"short side markets",1
"side markets drop",1
"trades short side",1
"audusd short wk",1
"long yst short",1
"short wk long",1
"wk long yst",1
"yst short morning",1
"audusd long rest",1
"long rest b",1
"rest b e",1
"audusd nzdusd bullish",1
"bullish quiet interesting",1
"discussing skype audusd",1
"interesting rate cuts",1
"nzdusd bullish quiet",1
"quiet interesting rate",1
"skype audusd nzdusd",1
"yup discussing skype",1
"audusd dax rest",1
"dax rest inter",1
"eurjyp gbpusd audusd",1
"eurusd eurjyp gbpusd",1
"gbpusd audusd dax",1
"liquid markets eurusd",1
"markets eurusd eurjyp",1
"rest inter analysi",1
"audusd cover shorts",1
"cover shorts algos",1
"heavily yesterday long",1
"long audusd cover",1
"shorted heavily yesterday",1
"yesterday long audusd",1
"charts support long",1
"long charts support",1
"risk long charts",1
"starting risk long",1
"support long audusd",1
"agree point fundies",1
"audusd shooting rate",1
"fundies reasons audusd",1
"point fundies reasons",1
"reasons audusd shooting",1
"shooting rate cut",1
"tech trader agree",1
"trader agree point",1
"audusd rally rate",1
"cut whats ur",1
"mate audusd rally",1
"rally rate cut",1
"rate cut whats",1
"ur target audusd",1
"whats ur target",1
"audusd long recommendation",1
"bnpp maintain audusd",1
"entered targeting gain",1
"long recommendation entered",1
"maintain audusd long",1
"recommendation entered targeting",1
"audusd longs worked",1
"buy stop holding",1
"longs worked buy",1
"stop holding long",1
"worked buy stop",1
"audusd buying correction",1
"buying correction intraday",1
"correction intraday uptrend",1
"intraday uptrend leaves",1
"uptrend leaves sentiment",1
"rates audusd holding",1
"rba recuced interest",1
"recuced interest rates",1
"cuts rate reaction",1
"rate reaction charts",1
"reaction charts audusd",1
"audusd whatch ur",1
"back cos ill",1
"cos ill jump",1
"effort audusd whatch",1
"poor effort audusd",1
"ur back cos",1
"whatch ur back",1
"audusd australia cuts",1
"australia cuts rates",1
"back crisis era",1
"corto audusd australia",1
"crisis era low",1
"cuts rates back",1
"rates back crisis",1
"audusd bullish threatens",1
"brittni kratochwil research",1
"bullish threatens level",1
"fxtechstrategy audusd bullish",1
"kratochwil research blog",1
"opinion audusd rate",1
"ur opinion audusd",1
"elections spy es",1
"market performance presidential",1
"mood stock market",1
"performance presidential elections",1
"presidential elections spy",1
"social mood stock",1
"stock market performance",1
"fxstreetreports audusd opened",1
"audusd hours post",1
"hours post rba",1
"post rba announcement",1
"price audusd hours",1
"rba announcement winners",1
"audusd audusd v",1
"audusd v go",1
"bought audusd live",1
"grads team bought",1
"grads team long",1
"long audusd audusd",1
"team bought audusd",1
"team long audusd",1
"audusd long night",1
"fear rate cut",1
"long night fear",1
"night fear rate",1
"pissed closed audusd",1
"rate cut long",1
"back head time",1
"china back head",1
"audusd break back",1
"break back hole",1
"amid real guidance",1
"future rate cuts",1
"guidance future rate",1
"real guidance future",1
"short term amid",1
"term amid real",1
"wbc audusd short",1
"actual big disparity",1
"audusd reading whilst",1
"reading whilst actual",1
"whilst actual big",1
"alot moment won",1
"audusd strategy alot",1
"dummy long term",1
"long term audusd",1
"moment won t",1
"strategy alot moment",1
"term audusd strategy",1
"audusd longs yesterday",1
"locking pips audusd",1
"pips audusd longs",1
"aud usd dipped",1
"dipped pips due",1
"due reasons https",1
"https t cg",1
"pips due reasons",1
"reasons https t",1
"t cg mdupn",1
"usd dipped pips",1
"add audusd shorts",1
"audusd shorts here",1
"happy add audusd",1
"here stops targets",1
"shorts here stops",1
"stops targets previously",1
"grand audusd gbpusd",1
"managed grand audusd",1
"morning managed grand",1
"profits morning managed",1
"audusd min bat",1
"gang meant audusd",1
"meant audusd min",1
"min bat pattern",1
"mentioned top range",1
"range mentioned top",1
"range note trigg",1
"tight range mentioned",1
"top range note",1
"audusd updated orderboard",1
"large cta st",1
"updated orderboard trendline",1
"audusd rose decision",1
"cue audusd rose",1
"rose decision climbing",1
"key audusd dailyfx",1
"engulfing bearish min",1
"audusd finally coming",1
"choppy range heading",1
"coming choppy range",1
"finally coming choppy",1
"heading popping data",1
"range heading popping",1
"long t t",1
"sep st high",1
"t sep st",1
"t t sep",1
"v bullish development",1
"pips target moving",1
"stop break case",1
"target moving stop",1
"pull back extension",1
"audusd h enticing",1
