"",0
"pips usdcad missed",1
"setup usdsgd pips",1
"sleep setup usdsgd",1
"u sleep setup",1
"usdcad missed trigg",1
"usdsgd pips usdcad",1
"advance usdcad weak",1
"reflection upside impressed",1
"usdcad weak reflection",1
"weak reflection upside",1
"favor usdchf usdcad",1
"moves tighter mov",1
"tend favor usdchf",1
"usdcad moves tighter",1
"usdchf usdcad moves",1
"eurusd gbpusd negative",1
"gbpusd negative usdnok",1
"negative usdnok usddkk",1
"postive eurusd gbpusd",1
"usddkk usdhcf pron",1
"usdhcf pron usdcad",1
"usdnok usddkk usdhcf",1
"hour similar eurusd",1
"similar eurusd week",1
"usdcad hour similar",1
"hour remains uptrend",1
"line hour char",1
"usdcad timeframe daily",1
"imho risk sentiment",1
"lower imho risk",1
"move lower imho",1
"usdcad move lower",1
"cad single currency",1
"currency usdcad currency",1
"gbp usd cad",1
"single currency usdcad",1
"thoughts gbp usd",1
"usd cad single",1
"bid usdcad happy",1
"pts bid usdcad",1
"usdcad happy year",1
"broker sttp ndtp",1
"daily market opens",1
"holiday place sell",1
"market opens holiday",1
"opens holiday place",1
"place sell stop",1
"sell stop sl",1
"sl spread broker",1
"spread broker sttp",1
"stop sl spread",1
"usdcad daily market",1
"ahead canada real",1
"canadian ahead canada",1
"cad lower morning",1
"usd cad lower",1
"cliff trades usdjpy",1
"long lots usdjpy",1
"lots usdjpy closed",1
"short pips lot",1
"sweet cliff trades",1
"trades usdjpy long",1
"usdjpy closed usdcad",1
"usdjpy long lots",1
"cad optimism sends",1
"currencies north morning",1
"high yielding currencies",1
"north morning usdcad",1
"optimism sends high",1
"sends high yielding",1
"usd cad optimism",1
"yielding currencies north",1
"cliff hopes san",1
"francisco usd cad",1
"hopes san francisco",1
"san francisco usd",1
"usd cad casua",1
"cad drops cliff",1
"cliff hopes usdcad",1
"usd cad drops",1
"fxstreetnews usdcad drops",1
"change s s",1
"cycle fight blog",1
"s cycle fight",1
"s s cycle",1
"usdcad change s",1
"cad loonie ma",1
"loonie ma action",1
"monitor usdcad potential",1
"usdcad sell stop",1
"blow majority december",1
"cad traded daily",1
"dealt key blow",1
"december usd cad",1
"key blow majority",1
"majority december usd",1
"traded daily ichimoku",1
"usdcad dealt key",1
"cad risks geared",1
"geared lower tds",1
"lower tds usdcad",1
"risks geared lower",1
"bad gave nice",1
"gave nice pips",1
"morning long eurusd",1
"nice pips loss",1
"short usdcad bad",1
"usdcad bad gave",1
"yesterday morning long",1
"based usdcad swing",1
"high means nzdusd",1
"means nzdusd nessting",1
"short based usdcad",1
"stayed short based",1
"swing high means",1
"usdcad swing high",1
"averse imho position",1
"case audusd usdcad",1
"imho position adjustment",1
"position adjustment risk",1
"risk averse imho",1
"usdcad risk averse",1
"break confirms target",1
"usdcad break confirms",1
"began strong usdcad",1
"rally began strong",1
"selling move prices",1
"strong usdcad selling",1
"usdcad rally began",1
"usdcad selling move",1
"back don t",1
"don t leave",1
"made mistake back",1
"mistake back don",1
"t leave analysis",1
"tl made mistake",1
"usdcad tl made",1
"commodity money nzdusd",1
"money nzdusd stopped",1
"nzdusd stopped buy",1
"stopped buy targeting",1
"ahead canadian unemployment",1
"canadian unemployment report",1
"flat ahead canadian",1
"loonie flat ahead",1
"report action usdcad",1
"unemployment report action",1
"deliberation bearish min",1
"cad labor market",1
"labor market releases",1
"market releases risk",1
"releases risk sentiment",1
"risk sentiment support",1
"sentiment support loonie",1
"support loonie hound",1
"usd cad labor",1
"stop loss profit",1
"close open positions",1
"slow time close",1
"starting slow time",1
"time close open",1
"usdcad starting slow",1
"fight usdcad positive",1
"movement resistance strong",1
"positive price movement",1
"price movement resistance",1
"usdcad positive price",1
"waiting fill usdcad",1
"downmove stop loss",1
"sold usdcad downmove",1
"stop loss target",1
"usdcad downmove stop",1
"big volatility usdcad",1
"canadian data dump",1
"data dump est",1
"dont forget canadian",1
"dump est nfp",1
"est nfp big",1
"forget canadian data",1
"im shooting murky",1
"murky water dust",1
"nfp big volatility",1
"shooting murky water",1
"usdcad im shooting",1
"volatility usdcad im",1
"water dust settl",1
"back view post",1
"post analysis usdcad",1
"probing back view",1
"view post analysis",1
"bearish bias retracement",1
"bias retracement h",1
"hey man u",1
"man u usdcad",1
"sticking bearish bias",1
"u usdcad sticking",1
"usdcad sticking bearish",1
"corporate names usdcad",1
"names usdcad unconfirm",1
"offers corporate names",1
"talk offers corporate",1
"fxstreetnews usdcad recovers",1
"probing back dailyfx",1
"area prev swing",1
"distributed nfp area",1
"heavily distributed nfp",1
"nfp area prev",1
"prev swing hl",1
"usdcad heavily distributed",1
"fxstreetnews usdcad loses",1
"candle u fade",1
"min candle u",1
"u fade imo",1
"usdcad min candle",1
"damn set pending",1
"glad closed longs",1
"higher triggered glad",1
"pending short usdcad",1
"set pending short",1
"short usdcad tad",1
"tad higher triggered",1
"triggered glad closed",1
"usdcad tad higher",1
"cad loses level",1
"usd cad loses",1
"canadian jobs excellent",1
"excellent report k",1
"jobs excellent report",1
"report k unemployment",1
"unemployment rate usdcad",1
"beat coming usdcad",1
"canucks north good",1
"coming usdcad crude",1
"crude gold rise",1
"employed rates est",1
"est beat coming",1
"gold rise short",1
"good improved employed",1
"improved employed rates",1
"north good improved",1
"rates est beat",1
"usdcad crude gold",1
"canadian employment gains",1
"employment gains k",1
"gains k unemployment",1
"rate ticks higher",1
"sells canadian employment",1
"unemployment rate ticks",1
"usdcad sells canadian",1
"big mover ho",1
"ho hum u",1
"hum u stellar",1
"mover ho hum",1
"stellar canadian employment",1
"u stellar canadian",1
"usdcad big mover",1
"blowout month k",1
"cad employment blowout",1
"employment blowout month",1
"forecast usdcad selling",1
"month k k",1
"selling big tim",1
"usdcad selling big",1
"efeforex traders usdcad",1
"traders usdcad mistakes",1
"usdcad mistakes analyzed",1
"cliff losses usdcad",1
"smacked usdcad great",1
"usdcad great setup",1
"gbpjpy shorts usdjpy",1
"short bought usdcad",1
"shorts usdjpy short",1
"usdjpy short bought",1
"cliff losses oanda",1
"losses oanda blog",1
"usdcad canada jobs",1
"entry left usdcad",1
"gbpjpy short entry",1
"left usdcad bought",1
"short entry left",1
"doubled usdcad long",1
"long stops bit",1
"stops bit low",1
"audusd nzdusd longs",1
"fine full risk",1
"full risk made",1
"half risk usdcad",1
"longs rally half",1
"nzdusd longs rally",1
"rally half risk",1
"risk made lossers",1
"risk usdcad short",1
"short working fine",1
"stopped audusd nzdusd",1
"usdcad short working",1
"working fine full",1
"american wrap jobs",1
"forexlive north american",1
"jobs target target",1
"north american wrap",1
"target target usdcad",1
"wrap jobs target",1
"canadian job usdcad",1
"edges lower canadian",1
"lower canadian job",1
"usdcad rally blog",1
"b e stop",1
"entry b e",1
"long entry b",1
"nd usdcad long",1
"closed usdcad sell",1
"pips happy weekend",1
"sell pips happy",1
"usdcad sell pips",1
"b worst entry",1
"entry half usdcad",1
"entry x pips",1
"half usdcad long",1
"long entry x",1
"worst entry half",1
"x pips balance",1
"close eurjpy fill",1
"eurjpy fill hero",1
"fill gbpjpy close",1
"fill hero dumbass",1
"gbpjpy close eurjpy",1
"hero dumbass lmao",1
"short fill gbpjpy",1
"americas canada makes",1
"canada makes job",1
"fx americas canada",1
"job numbers small",1
"makes job numbers",1
"numbers small usdcad",1
"correction correction range",1
"messy correction correction",1
"usdcad messy correction",1
"chop holidays expanded",1
"expanded range usd",1
"fxc usdcad simple",1
"higher v loonie",1
"holidays expanded range",1
"range usd higher",1
"simple trendlines chop",1
"trendlines chop holidays",1
"usd higher v",1
"usdcad simple trendlines",1
"added europips site",1
"automated service eurusd",1
"europips site automated",1
"service eurusd gbpusd",1
"site automated service",1
"rizzy ullah monday",1
"ullah monday action",1
"usdcad rizzy ullah",1
"facing support breakdown",1
"january usdcad facing",1
"support breakdown level",1
"usdcad facing support",1
"analysis usdcad usdsgd",1
"snicky week analysis",1
"week analysis usdcad",1
"daily range usdcad",1
"fxc pips sustainability",1
"pips fxc pips",1
"range usdcad pips",1
"usdcad pips fxc",1
"biased downside trendline",1
"broadly biased downside",1
"post usdcad broadly",1
"usdcad broadly biased",1
"booked eaud half",1
"booked pure play",1
"eaud half booked",1
"eusd partially booked",1
"half booked pure",1
"long eusd partially",1
"partially booked eaud",1
"play short usdcad",1
"pure play short",1
"hey slow snail",1
"likes spend time",1
"lows usdcad good",1
"slow snail likes",1
"snail likes spend",1
"spend time tops",1
"time tops lows",1
"tops lows usdcad",1
"eurgbp usdcad long",1
"long short hold",1
"watching eurgbp usdcad",1
"cad interested zoomed",1
"etf option cad",1
"fxc etf option",1
"long usdcad fxc",1
"option cad interested",1
"thinking long usdcad",1
"usdcad fxc etf",1
"forget usdcad importance",1
"importance s cycle",1
"s cycle perspective",1
"shorts hold support",1
"t forget usdcad",1
"usdcad importance s",1
"exec h momo",1
"h momo usdcad",1
"momo usdcad pic",1
"closed usdcad se",1
"usdcad prochains supports",1
"cours en direction",1
"en cours en",1
"en direction des",1
"rebond en cours",1
"usdcad rebond en",1
"canadian opens tuesday",1
"dock expectations rangebound",1
"expectations rangebound usdcad",1
"flat dock expectations",1
"opens tuesday session",1
"session flat dock",1
"tuesday session flat",1
"aususd usdcad nominated",1
"depressing pair award",1
"nominated depressing pair",1
"usdcad nominated depressing",1
"cad target q",1
"q scotiabank usdcad",1
"usd cad target",1
"overnight usdcad eurnzd",1
"stopped overnight usdcad",1
"usdcad eurnzd gbpnzd",1
"flash usdcad target",1
"usdcad target q",1
"con objetivo en",1
"en en q",1
"en q scotiabank",1
"flash usdcad con",1
"objetivo en en",1
"usdcad con objetivo",1
"atteindre les au",1
"au q de",1
"devrait atteindre les",1
"flash usdcad devrait",1
"les au q",1
"q de scotiabank",1
"usdcad devrait atteindre",1
"gotta love usdcad",1
"love usdcad handle",1
"fxc watching usdcad",1
"watching usdcad inverse",1
"flash usdcad steigt",1
"steigt td securities",1
"usdcad steigt td",1
"frame sar usdcad",1
"frames sar aligned",1
"sar usdcad time",1
"time frame sar",1
"time frames sar",1
"usdcad time frame",1
"usdcad time frames",1
"dans le vert",1
"encore se produire",1
"flash usdcad dans",1
"le vert mais",1
"mais tout peut",1
"peut encore se",1
"produire td securities",1
"se produire td",1
"tout peut encore",1
"usdcad dans le",1
"vert mais tout",1
"hr usdcad level",1
"level trend line",1
"line resistance negative",1
"resistance negative divergence",1
"usdcad level trend",1
"gbpcad short ther",1
"gbpusd gbpcad short",1
"usdcad gbpusd gbpcad",1
"watch usdcad gbpusd",1
"interim consol lower",1
"usdcad interim consol",1
"short stopped break",1
"usdcad short stopped",1
"usdcad pips retest",1
"friday pips super",1
"nfp friday pips",1
"nice vacationing o",1
"pips super nice",1
"super nice vacationing",1
"usdcad nfp friday",1
"creditsuisse usdcad stopped",1
"stopped sell stop",1
"usdcad stopped sell",1
"correlation slv explan",1
"explan w o",1
"o word oil",1
"slv explan w",1
"w o word",1
"fxstreetnews usdcad mood",1
"cad mood canadian",1
"usd cad mood",1
"appreciation bonds usdcad",1
"currency appreciation bonds",1
"global yields stuck",1
"profit currency appreciation",1
"stuck profit currency",1
"yields stuck profit",1
"beta checker rut",1
"checker rut djia",1
"djia ratio fxc",1
"doesn t stocks",1
"fxc inverse usdcad",1
"inverse usdcad doesn",1
"ratio fxc inverse",1
"rut djia ratio",1
"stocks drop bigcaps",1
"t stocks drop",1
"cad unchanged canadian",1
"canadian housing data",1
"housing data usdcad",1
"unchanged canadian housing",1
"inquire pension plan",1
"short starting inquire",1
"starting inquire pension",1
"usdcad short starting",1
"boc pegged loonie",1
"guess boc pegged",1
"loonie usd parity",1
"parity usdcad fxc",1
"pegged loonie usd",1
"usd parity usdcad",1
"area local trader",1
"buyer c area",1
"c area local",1
"quiet recent buyer",1
"recent buyer c",1
"usdcad quiet recent",1
"porn coming usdcad",1
"currencies usdcad pair",1
"major currencies usdcad",1
"pair upside move",1
"upside move remai",1
"usdcad pair upside",1
"basic uptrend intact",1
"fxc usdcad range",1
"intact range narrowing",1
"loonie basic uptrend",1
"range loonie basic",1
"uptrend intact range",1
"usdcad range loonie",1
"chinese data upcoming",1
"data upcoming usdcad",1
"returns chinese data",1
"weakness returns chinese",1
"yen weakness returns",1
"long term fxc",1
"usdcad long term",1
"aud nzd continuent",1
"continuent de surperformer",1
"de surperformer usdcad",1
"nzd continuent de",1
"surperformer usdcad de",1
"usdcad de baiss",1
"bids eurnok real",1
"eurnok real money",1
"importer bids eurnok",1
"local importer bids",1
"offers local importer",1
"real money bids",1
"usdcad offers local",1
"sell entry triggered",1
"usdcad sell entry",1
"expected december usdcad",1
"cld ewus wk",1
"jst cld ewus",1
"south jst cld",1
"usdcad south jst",1
"cha show reversal",1
"check indicators don",1
"don t cha",1
"indicators don t",1
"min cha show",1
"reversal check indicators",1
"show reversal check",1
"t cha time",1
"cad testing support",1
"testing support usdcad",1
"usdcad testing support",1
"time weekly outlook",1
"canal haussier ou",1
"haussier ou biseau",1
"usdcad canal haussier",1
"don t pair",1
"iqm don t",1
"m iqm don",1
"usdcad m iqm",1
"bank http t",1
"http t k",1
"ocbc bank http",1
"december action usdcad",1
"expected december action",1
"des niveaux inf",1
"flash usdcad vers",1
"inf rieurs ocbc",1
"niveaux inf rieurs",1
"rieurs ocbc bank",1
"usdcad vers des",1
"vers des niveaux",1
"ballerina gimp suit",1
"dry berlin wall",1
"gimp suit watching",1
"paint dry berlin",1
"suit watching paint",1
"usdcad wearing ballerina",1
"watching paint dry",1
"wearing ballerina gimp",1
"h map usdcad",1
"map usdcad pic",1
"updated h map",1
"eurcad ripping higher",1
"higher usdcad breaks",1
"ripping higher usdcad",1
"fxstreetnews usdcad bounces",1
"added usdcad wanted",1
"bull list carefuls",1
"construct bull list",1
"put reasons taking",1
"reasons taking shot",1
"shot construct bull",1
"taking shot construct",1
"usdcad wanted put",1
"wanted put reasons",1
"candles decidedly small",1
"coiling ready unleash",1
"days coiling ready",1
"decidedly small days",1
"pip frenzy lat",1
"ready unleash pip",1
"small days coiling",1
"unleash pip frenzy",1
"usdcad candles decidedly",1
"cad glued risk",1
"risk sharpens usdcad",1
"usd cad glued",1
"drift movement oanda",1
"movement oanda blog",1
"blog year dec",1
"currencies video gbpusd",1
"dec th fibstalker",1
"updating blog year",1
"usdcad usdjpy dx",1
"year dec th",1
"basically gonna find",1
"find good usdcad",1
"gonna find good",1
"good usdcad analysis",1
"usdcad sl pips",1
"cad falling stocks",1
"falling stocks rise",1
"stocks rise usdcad",1
"usd cad falling",1
"meltdown patience starting",1
"patience starting pay",1
"usdcad meltdown patience",1
"break pip range",1
"finally break pip",1
"pip range slowly",1
"range slowly crawl",1
"slowly crawl lower",1
"usdcad finally break",1
"don t care",1
"fxc usdcad hold",1
"t care comment",1
"usdcad hold don",1
"approaching year low",1
"cad approaching year",1
"low boc usdcad",1
"usd cad approaching",1
"year low boc",1
"big orders top",1
"didnt played yen",1
"hahaha big orders",1
"orders top pips",1
"played yen rescue",1
"rescue hahaha big",1
"top pips tp",1
"usdcad didnt played",1
"yen rescue hahaha",1
"crude didnt setup",1
"didn t feel",1
"didnt setup crude",1
"didnt setup expect",1
"feel usdcad didnt",1
"hmmm didn t",1
"setup crude didnt",1
"t feel usdcad",1
"usdcad didnt setup",1
"order buy usdcad",1
"blue usdcad white",1
"green usdjpy blue",1
"usdchf green usdjpy",1
"usdjpy blue usdcad",1
"years usdchf green",1
"units long w",1
"stop loss pp",1
"close break blog",1
"close s heavy",1
"heavy range swing",1
"range swing short",1
"s heavy range",1
"swing short move",1
"usdcad weekly close",1
"bullish limited gain",1
"cautiously bullish limited",1
"leaving sentiment cautiously",1
"overstretched leaving sentiment",1
"sentiment overstretched leaving",1
"cad move support",1
"atm eurusd usdcad",1
"bearish bet fxe",1
"bet fxe working",1
"delta fxc option",1
"fxc option spreads",1
"fxe working atm",1
"offset bearish bet",1
"option spreads offset",1
"spreads offset bearish",1
"stay delta fxc",1
"working atm eurusd",1
"don t level",1
"fxc usdcad holding",1
"holding level don",1
"level don t",1
"usdcad holding level",1
"attempting test support",1
"broken lead losses",1
"rate attempting test",1
"support broken lead",1
"test support broken",1
"usdcad rate attempting",1
"usdcad canadian deficit",1
"apply watch bids",1
"bids usdcad confirm",1
"confirm offers european",1
"correlations apply watch",1
"equity index futur",1
"european pairs equity",1
"offers european pairs",1
"pairs equity index",1
"usdcad confirm offers",1
"usual correlations apply",1
"watch bids usdcad",1
"addressing lack downside",1
"lack downside momentum",1
"usdcad addressing lack",1
"easy pips direction",1
"hovering easy pips",1
"price hovering easy",1
"usdcad weekly price",1
"weekly price hovering",1
"driven euru usd",1
"euru usd moves",1
"remain driven euru",1
"driven euro usd",1
"euro usd moves",1
"remain driven euro",1
"barcap usdcad sell",1
"break warn extension",1
"rallies test break",1
"sell rallies test",1
"test break warn",1
"warn extension lower",1
"improvements sold leaving",1
"overstretched improvements sold",1
"sentiment bearish week",1
"sentiment overstretched improvements",1
"sold leaving sentiment",1
"daily support break",1
"position daily support",1
"prefer short usdcad",1
"short usdcad position",1
"support break kym",1
"usdcad position daily",1
"capped ichimoku cloud",1
"caps topside week",1
"cloud caps topside",1
"idea sell usdcad",1
"prices capped ichimoku",1
"sell usdcad cloud",1
"topside week usdcad",1
"usdcad cloud caps",1
"usdcad prices capped",1
"week usdcad prices",1
"methods bullish min",1
"rising methods bullish",1
"cl isn t",1
"good monday zc",1
"heading lower notice",1
"higher cl isn",1
"isn t heading",1
"lower notice usdcad",1
"monday zc higher",1
"notice usdcad acting",1
"t heading lower",1
"usdcad acting stronger",1
"zc higher cl",1
"hour ema usdcad",1
"ahead bernanke speech",1
"steady ahead bernanke",1
"cad changed bernanke",1
"changed bernanke speech",1
"ahead business outlook",1
"business outlook survey",1
"cad soft ahead",1
"outlook survey usdcad",1
"soft ahead business",1
"boc q survey",1
"futures sales exp",1
"q survey futures",1
"survey futures sales",1
"usdcad back red",1
"descenso hacia scotiabank",1
"probable descenso hacia",1
"canada dirty economic",1
"dirty economic secret",1
"economic secret indebted",1
"indebted rest usdcad",1
"rest usdcad ewc",1
"secret indebted rest",1
"audjpy nzdcad eurcad",1
"audnzd yesterday cadjpy",1
"audusd nzdjpy audjpy",1
"cadjpy euruss usdcad",1
"eurcad holding audnzd",1
"euruss usdcad earlier",1
"holding audnzd yesterday",1
"nzdcad eurcad holding",1
"nzdjpy audjpy nzdcad",1
"nzdusd audusd nzdjpy",1
"sold nzdusd audusd",1
"yesterday cadjpy euruss",1
"buy triggered candlestick",1
"triggered candlestick daily",1
"bernanke comments line",1
"comments line current",1
"current fiscal policy",1
"fiscal policy real",1
"line current fiscal",1
"policy real movement",1
"real movement usdcad",1
"mindnumbing pt range",1
"pt range thursday",1
"range thursday break",1
"stuck mindnumbing pt",1
"thursday break current",1
"usdcad stuck mindnumbing",1
"loss cible ouvert",1
"recommandation vente hold",1
"stop loss cible",1
"usdcad recommandation vente",1
"vente hold stop",1
"segnali usdcad sell",1
"sell hold stop",1
"usdcad sell hold",1
"rbc usdcad climb",1
"usdcad climb fibonacci",1
"rbc bullish usdcad",1
"fxstreetreports usdcad moving",1
"usdcad de regreso",1
"bigger swing move",1
"swing move usdcad",1
"strong ascending support",1
"usdcad strong ascending",1
"intraday eurusd usdcad",1
"key intraday eurusd",1
"downtrend line rejected",1
"line rejected previous",1
"previous attempts break",1
"rejected previous attempts",1
"usdcad downtrend line",1
"eurusd usdcad sit",1
"im trades pullback",1
"n wait movie",1
"nzdchf eurusd usdcad",1
"nzdusd nzdchf eurusd",1
"pullback nzdusd nzdchf",1
"sit n wait",1
"trades pullback nzdusd",1
"usdcad sit n",1
"wait movie time",1
"cad usdcad breaking",1
"meh sold cad",1
"sold cad usdcad",1
"usdcad breaking lower",1
"arrows divergence effects",1
"daily update green",1
"green arrows divergence",1
"update green arrows",1
"downtrend peaking dec",1
"rate steady downtrend",1
"steady downtrend peaking",1
"usdcad rate steady",1
"aud nzd bear",1
"bear exposure cad",1
"cad gbp usd",1
"change xposure pm",1
"exposure cad gbp",1
"gbp usd working",1
"gbpcad change xposure",1
"loss usdcad gbpcad",1
"minor loss usdcad",1
"nzd bear exposure",1
"usd working minor",1
"usdcad gbpcad change",1
"working minor loss",1
"fxstreetnews usdcad extending",1
"update usdcad corrective",1
"jan th fibstalker",1
"week jan th",1
"gregor horvat usdcad",1
"horvat usdcad corrective",1
"bol kazan lar",1
"buy close time",1
"close usdcad buy",1
"kazan lar good",1
"lar good luck",1
"pips bol kazan",1
"pips pips bol",1
"price pips pips",1
"usdcad buy close",1
"head shoulder usdcad",1
"audusd stops bids",1
"bids usdcad good",1
"good int offers",1
"int offers bids",1
"usdcad good int",1
"bearish support focus",1
"break extend weakness",1
"extend weakness resistance",1
"focus break extend",1
"support focus break",1
"ubs usdcad bearish",1
"usdcad bearish support",1
"long stopped pips",1
"continued loss negative",1
"leaves sentiment cautiously",1
"loss negative momentum",1
"momentum leaves sentiment",1
"negative momentum leaves",1
"usdcad continued loss",1
"cad existing home",1
"decreased canada usdcad",1
"existing home sales",1
"home sales decreased",1
"sales decreased canada",1
"usd cad existing",1
"usdcad sleeping days",1
"wake usdcad sleeping",1
"back commodity currencies",1
"big moes back",1
"break audusd nzdusd",1
"commodity currencies break",1
"currencies break audusd",1
"futures holding big",1
"holding big moes",1
"moes back commodity",1
"nzdusd usdcad moving",1
"daily vid posted",1
"line eurusd nzdusd",1
"posted subscribers trades",1
"subscribers trades line",1
"trades line eurusd",1
"vid posted subscribers",1
"monthly sup ext",1
"pips monthly sup",1
"usdcad pips monthly",1
"flash usdcad aloof",1
"intervention td securities",1
"usdcad aloof european",1
"verbal intervention td",1
"mixed data usdcad",1
"growth concerns usdcad",1
"highs growth concerns",1
"session highs growth",1
"c f study",1
"fx specifically usdcad",1
"inverse fxc c",1
"lack volatility fx",1
"specifically usdcad inverse",1
"usdcad inverse fxc",1
"volatility fx specifically",1
"haha bullish behaviour",1
"luke haha bullish",1
"popping tonight luke",1
"tonight luke haha",1
"u popping tonight",1
"mixed data oanda",1
"break resistance lead",1
"imho break resistance",1
"break hold resistance",1
"hold resistance lead",1
"imho break hold",1
"attention important usdcad",1
"attention paulo coelho",1
"coelho pay attention",1
"important makes pay",1
"important usdcad video",1
"makes pay attention",1
"patience important makes",1
"paulo coelho pay",1
"pay attention important",1
"pay attention paulo",1
"usdcad video mins",1
"currency wars makes",1
"makes headlines usdcad",1
"market wary morning",1
"morning talk currency",1
"talk currency wars",1
"wars makes headlines",1
"wary morning talk",1
"area usdcad pop",1
"imho resistance area",1
"resistance area usdcad",1
"usdcad pop quick",1
"breakout dominoes fal",1
"closing major breakout",1
"major breakout dominoes",1
"usdcad closing major",1
"c f cad",1
"cad usd futures",1
"f cad usd",1
"futures good risk",1
"fxc usdcad spy",1
"good risk proxy",1
"proxy fxc usdcad",1
"risk proxy fxc",1
"usd futures good",1
"april usdcad c",1
"count loonie fxc",1
"failed times roughly",1
"fxc etf failed",1
"loonie fxc etf",1
"roughly april usdcad",1
"times roughly april",1
"corrective market turn",1
"corrective market tu",1
"cad aloof european",1
"usd cad aloof",1
"verbal intervention usdcad",1
"damn high usdcad",1
"high usdcad rut",1
"jimmy mcmillan pissed",1
"mcmillan pissed market",1
"pissed market complacency",1
"algo test spy",1
"spy buy pm",1
"test spy buy",1
"buffet called fat",1
"called fat pitch",1
"fat pitch medium",1
"long usdcad warren",1
"medium term video",1
"pitch medium term",1
"term video updated",1
"usdcad warren buffet",1
"waited long usdcad",1
"warren buffet called",1
"usdcad waited long",1
"waited long fat",1
"algo usdcad buy",1
"usdcad algo usdcad",1
"usdcad buy pm",1
"algo test usdcad",1
"test usdcad short",1
"usdcad short pm",1
"beginning year indicators",1
"indicators positive resistance",1
"its ma remain",1
"ma remain solid",1
"remain solid beginning",1
"solid beginning year",1
"testing its ma",1
"usdcad testing its",1
"year indicators positive",1
"build upside higher",1
"continued build upside",1
"higher lows taking",1
"lows taking place",1
"upside higher lows",1
"usdcad continued build",1
"key pivotal watch",1
"morning usdcad s",1
"pivotal watch morning",1
"s nzdusd s",1
"usdcad s nzdusd",1
"watch morning usdcad",1
"historical volatility indicator",1
"indicator fxc study",1
"tight historical volatility",1
"usdcad tight historical",1
"volatility indicator fxc",1
"global easing usdcad",1
"easing action usdcad",1
"global easing action",1
"bid week close",1
"pair remains slightly",1
"remains slightly bid",1
"slightly bid week",1
"usdcad pair remains",1
"week close resistance",1
"buying interest approaching",1
"interest approaching circa",1
"usdcad buying interest",1
"bullish action back",1
"gonna wait pullback",1
"offloaded usdcad yday",1
"pullback bullish action",1
"usdcad yday gonna",1
"wait pullback bullish",1
"yday gonna wait",1
"cad eases usdcad",1
"earlier week hit",1
"gbpusd sell stopped",1
"hit target pips",1
"long usdcad earlier",1
"sell stopped pips",1
"stopped pips long",1
"update yesterday gbpusd",1
"usdcad earlier week",1
"week hit target",1
"yesterday gbpusd sell",1
"rises trend breakout",1
"sells rises trend",1
"trend breakout free",1
"usdcad sells rises",1
"back long usdcad",1
"buying back long",1
"usdcad establishing session",1
"cad establishing session",1
"lows data usdcad",1
"usd cad establishing",1
"entered usdcad long",1
"big etf failed",1
"stops big etf",1
"usdcad stops big",1
"small steps higher",1
"usdcad small steps",1
"higher t legs",1
"spot higher t",1
"usdcad spot higher",1
"hanging shown hooper",1
"hooper punched downside",1
"punched downside ro",1
"shown hooper punched",1
"usdcad hanging shown",1
"break minute forexsurvivor",1
"false break minute",1
"impact usdcad dilemma",1
"usdcad dilemma decid",1
"usdcad engine position",1
"cad loonie edges",1
"edges higher posts",1
"higher posts strong",1
"loonie edges higher",1
"posts strong data",1
"strong data usdcad",1
"damn high lt",1
"high lt lt",1
"jimmy mcmillan market",1
"lt lt usdcad",1
"lt usdcad rut",1
"mcmillan market complacency",1
"rut eem studi",1
"ain t time",1
"dat fxc usdcad",1
"fo dat fxc",1
"fxc usdcad https",1
"https t q",1
"q ydy cp",1
"t q ydy",1
"t time fo",1
"time fo dat",1
"volatility ain t",1
"holds muck leading",1
"lagging price decide",1
"leading lagging price",1
"muck leading lagging",1
"usdcad holds muck",1
"bearish flag developing",1
"closed long likeing",1
"flag developing h",1
"likeing bearish flag",1
"long likeing bearish",1
"usdcad closed long",1
"fxstreetnews usdcad red",1
"auction overnight usdcad",1
"bond auction overnight",1
"eurusd successful spanish",1
"overnight usdcad rangebound",1
"spanish bond auction",1
"successful spanish bond",1
"aud nzd long",1
"euraud eurcad eurnzd",1
"eurcad eurnzd long",1
"eurnzd long usdcad",1
"gbpaud euraud eurcad",1
"gbpnzd gbpaud euraud",1
"long gbpnzd gbpaud",1
"long usdcad x",1
"net short aud",1
"nzd long gbpnzd",1
"short aud nzd",1
"size eurusd short",1
"usdcad x size",1
"x size eurusd",1
"aussie loonie usdcad",1
"franc aussie loonie",1
"holding position stops",1
"loonie usdcad holding",1
"position stops lower",1
"sticky versus franc",1
"usdcad holding position",1
"versus franc aussie",1
"cone expand couple",1
"couple weeks targets",1
"dates fxc usdcad",1
"expand couple weeks",1
"expecting prob cone",1
"prob cone expand",1
"targets w dates",1
"w dates fxc",1
"weeks targets w",1
"a n weak",1
"break instance usdcad",1
"cad break instance",1
"gbp xx ready",1
"instance usdcad takes",1
"n weak sign",1
"picking som gbp",1
"prepped cad break",1
"ready prepped cad",1
"som gbp xx",1
"takes upside a",1
"upside a n",1
"usdcad takes upside",1
"xx ready prepped",1
"remains stuck range",1
"usdcad remains stuck",1
"ccy follow dozen",1
"daytime ccy follow",1
"dozen usdcad eurusd",1
"eurusd gbpusd inr",1
"follow dozen usdcad",1
"gbpusd inr cfa",1
"main daytime ccy",1
"closed sell ibfx",1
"sell ibfx usdcad",1
"usdcad shorts worri",1
"bias change long",1
"change long usdcad",1
"highs potential bias",1
"long usdcad test",1
